original_name,Synonym
Paysonia perforata,Paysonia perforata
Paysonia stonensis,Paysonia stonensis
Pearsonia aristata,Pearsonia aristata
Pearsonia cajanifolia,Pearsonia cajanifolia
Pearsonia metallifera,Pearsonia metallifera
Pearsonia sessilifolia,Pearsonia sessilifolia
Pechuel-loeschea leubnitziae,Pechuelloeschea leubnitziae
Pecluma pectinata,Pecluma pectinata
Pectis angustifolia,Pectis angustifolia
Pectis papposa,Pectis papposa
Pectocarya penicillata,Pectocarya penicillata
Pectocarya platycarpa,Pectocarya platycarpa
Pectocarya recurvata,Pectocarya recurvata
Pedalium murex,Pedalium murex
Pedicularis acaulis,Pedicularis acaulis
Pedicularis alaschanica,Pedicularis alaschanica
Pedicularis ascendens,Pedicularis ascendens
Pedicularis asplenifolia,Pedicularis aspleniifolia
Pedicularis attollens,Pedicularis attollens
Pedicularis bracteosa,Pedicularis bracteosa
Pedicularis canadensis,Pedicularis canadensis
Pedicularis caucasica,Pedicularis caucasica
Pedicularis cenisia,Pedicularis cenisia
Pedicularis centranthera,Pedicularis centranthera
Pedicularis cheilanthifolia,Pedicularis cheilanthifolia
Pedicularis chroorrhyncha,Pedicularis cyrtorhyncha
Pedicularis comosa,Pedicularis comosa
Pedicularis condensata,Pedicularis condensata
Pedicularis crassirostris,Pedicularis crassirostris
Pedicularis dasyantha,Pedicularis dasyantha
Pedicularis densiflora,Pedicularis densiflora
Pedicularis elongata,Pedicularis elongata
Pedicularis flammea,Pedicularis flammea
Pedicularis foliosa,Pedicularis foliosa
Pedicularis groenlandica,Pedicularis groenlandica
Pedicularis gyroflexa,Pedicularis gyroflexa
Pedicularis hacquetii,Pedicularis hacquetii
Pedicularis hirsuta,Pedicularis hirsuta
Pedicularis hoermanniana,Pedicularis hoermanniana
Pedicularis integrifolia,Pedicularis integrifolia
Pedicularis julica,Pedicularis julica
Pedicularis kerneri,Pedicularis kerneri
Pedicularis labradorica,Pedicularis labradorica
Pedicularis lanceolata,Pedicularis lanceolata
Pedicularis lapponica,Pedicularis lapponica
Pedicularis ludwigii,Pedicularis ludwigii
Pedicularis nordmanniana,Pedicularis nordmanniana
Pedicularis oederi,Pedicularis oederi
Pedicularis palustris,Pedicularis palustris
Pedicularis parryi,Pedicularis parryi
Pedicularis petiolaris,Pedicularis petiolaris
Pedicularis procera,Pedicularis procera
Pedicularis pyrenaica,Pedicularis pyrenaica
Pedicularis racemosa,Pedicularis racemosa
Pedicularis recutita,Pedicularis recutita
Pedicularis resupinata,Pedicularis resupinata
Pedicularis rex,Pedicularis rex
Pedicularis rosea,Pedicularis rosea
Pedicularis rostratocapitata,Pedicularis rostratocapitata
Pedicularis rostratospicata,Pedicularis rostratospicata
Pedicularis sceptrum,Pedicularis sceptrum
Pedicularis sceptrum-carolinum,Pedicularis sceptrum-carolinum
Pedicularis sibthorpii,Pedicularis sibthorpii
Pedicularis striata,Pedicularis striata
Pedicularis sylvatica,Pedicularis sylvatica
Pedicularis tuberosa,Pedicularis tuberosa
Pedicularis verticillata,Pedicularis verticillata
Pedicularis wilhelmsiana,Pedicularis wilhelmsiana
Pediocactus simpsonii,Pediocactus simpsonii
Pegaeophyton scapiflorum,Pegaeophyton scapiflorum
Peganum harmala,Peganum harmala
Peganum multisectum,Peganum multisectum
Pegia nitida,Pegia nitida
Pegolettia gariepina,Pegolettia gariepina
Pegolettia oxyodonta,Pegolettia oxyodonta
Pegolettia pinnatilobata,Pegolettia pinnatilobata
Pegolettia senegalensis,Pegolettia senegalensis
Peixotoa jussieuana,Peixotoa jussieuana
Pelargonium acetosum,Pelargonium acetosum
Pelargonium alchemilloides,Pelargonium alchemilloides
Pelargonium alternans,Pelargonium alternans
Pelargonium anethifolium,Pelargonium anethifolium
Pelargonium antidysentericum,Pelargonium antidysentericum
Pelargonium articulatum,Pelargonium articulatum
Pelargonium asarifolium,Pelargonium asarifolium
Pelargonium australe,Pelargonium australe
Pelargonium betulinum,Pelargonium betulinum
Pelargonium candicans,Pelargonium candicans
Pelargonium capitatum,Pelargonium capitatum
Pelargonium carnosum,Pelargonium carnosum
Pelargonium ceratophyllum,Pelargonium ceratophyllum
Pelargonium chamaedryfolium,Pelargonium chamaedryfolium
Pelargonium citronellum,Pelargonium citronellum
Pelargonium columbinum,Pelargonium columbinum
Pelargonium cordifolium,Pelargonium cordifolium
Pelargonium crassicaule,Pelargonium crassicaule
Pelargonium crithmifolium,Pelargonium crithmifolium
Pelargonium cucullatum,Pelargonium cucullatum
Pelargonium dasyphyllum,Pelargonium dasyphyllum
Pelargonium dolomiticum,Pelargonium dolomiticum
Pelargonium echinatum,Pelargonium echinatum
Pelargonium exstipulatum,Pelargonium exstipulatum
Pelargonium grandicalcaratum,Pelargonium grandicalcaratum
Pelargonium graveolens,Pelargonium graveolens
Pelargonium grossularioides,Pelargonium grossularioides
Pelargonium helmsii,Pelargonium helmsii
Pelargonium incrassatum,Pelargonium incrassatum
Pelargonium karooicum,Pelargonium karooicum
Pelargonium lobatum,Pelargonium lobatum
Pelargonium longifolium,Pelargonium longifolium
Pelargonium luridum,Pelargonium luridum
Pelargonium magenteum,Pelargonium magenteum
Pelargonium myrrhifolium,Pelargonium myrrhifolium
Pelargonium oblongatum,Pelargonium oblongatum
Pelargonium ovale,Pelargonium ovale
Pelargonium papilionaceum,Pelargonium papilionaceum
Pelargonium peltatum,Pelargonium peltatum
Pelargonium pillansii,Pelargonium pillansii
Pelargonium pinnatum,Pelargonium pinnatum
Pelargonium praemorsum,Pelargonium praemorsum
Pelargonium quercifolium,Pelargonium quercifolium
Pelargonium radulifolium,Pelargonium radulifolium
Pelargonium rapaceum,Pelargonium rapaceum
Pelargonium reflexipetalum,Pelargonium reflexipetalum
Pelargonium scabroide,Pelargonium scabroides
Pelargonium scabrum,Pelargonium scabrum
Pelargonium senecioides,Pelargonium senecioides
Pelargonium sericifolium,Pelargonium sericifolium
Pelargonium stipulaceum,Pelargonium stipulaceum
Pelargonium suburbanum,Pelargonium suburbanum
Pelargonium ternatum,Pelargonium ternatum
Pelargonium ternifolium,Pelargonium ternifolium
Pelargonium tomentosum,Pelargonium tomentosum
Pelargonium triste,Pelargonium triste
Pelargonium zonale,Pelargonium zonale
Pelea sp,NA
Pelecyphora strobiliformis,Pelecyphora strobiliformis
Peliosanthes teta,Peliosanthes teta
Pellacalyx axillaris,Pellacalyx axillaris
Pellacalyx lobbii,Pellacalyx lobbii
Pellacalyx saccardianus,Pellacalyx saccardianus
Pellacalyx yunnanensis,Pellacalyx yunnanensis
Pellaea glabella,Pellaea glabella
Pellaea rotundifolia,Pellaea rotundifolia
Peltaea trinervis,Peltaea trinervis
Peltandra virginica,Peltandra virginica
Peltaria alliacea,Peltaria alliacea
Peltaria angustifolia,Peltaria angustifolia
Peltogyne angustiflora,Peltogyne angustiflora
Peltogyne catingae,NA
Peltogyne confertiflora,Peltogyne confertiflora
Peltogyne excelsa,Peltogyne excelsa
Peltogyne floribunda,Peltogyne floribunda
Peltogyne heterophylla,Peltogyne heterophylla
Peltogyne lecointei,Peltogyne lecointei
Peltogyne maranhensis,Peltogyne maranhensis
Peltogyne paniculata,Peltogyne paniculata
Peltogyne paniculata subsp. pubescens,Peltogyne paniculata subsp. pubescens
Peltogyne paradoxa,Peltogyne paradoxa
Peltogyne porphyrocardia,Peltogyne porphyrocardia
Peltogyne purpurea,Peltogyne purpurea
Peltogyne recifensis,Peltogyne recifensis
Peltogyne subsessilis,Peltogyne subsessilis
Peltogyne venosa,Peltogyne venosa
Peltophorum africanum,Peltophorum africanum
Peltophorum dasyrrhachis,Peltophorum dasyrhachis
Peltophorum dasyrrhachis var. tonkinense,NA
Peltophorum dubium,Peltophorum dubium
Peltophorum grande,Peltophorum grande
Peltophorum pterocarpum,Peltophorum pterocarpum
Pembertonia latisquamea,Pembertonia latisquamea
Pemphis acidula,Pemphis acidula
Pemphis madagascariensis,Pemphis madagascariensis
Penaea cneorum,Penaea cneorum
Penaea mucronata,Penaea mucronata
Pennantia baylisiana,Pennantia baylisiana
Pennantia corymbosa,Pennantia corymbosa
Pennantia cunninghamii,Pennantia cunninghamii
Pennisetum alopecuroides,Pennisetum alopecuroides
Pennisetum basedowii,Pennisetum basedowii
Pennisetum clandestinum,Pennisetum clandestinum
Pennisetum divisum,Pennisetum divisum
Pennisetum flaccidum,Pennisetum flaccidum
Pennisetum foermeranum,Pennisetum foermeranum
Pennisetum glaucum,Pennisetum glaucum
Pennisetum longissimum,Pennisetum longissimum
Pennisetum macrourum,Pennisetum macrourum
Pennisetum massaicum,Pennisetum massaicum
Pennisetum mezianum,Pennisetum mezianum
Pennisetum orientale,Pennisetum orientale
Pennisetum pedicellatum,Pennisetum pedicellatum
Pennisetum polystachion,Pennisetum polystachion
Pennisetum purpureum,Pennisetum purpureum
Pennisetum setaceum,Pennisetum setaceum
Pennisetum sieberianum,Pennisetum sieberianum
Pennisetum unisetum,Pennisetum unisetum
Pennisetum villosum,Pennisetum villosum
Pennisetum violaceum,Pennisetum violaceum
Penstemon acuminatus,Penstemon acuminatus
Penstemon albertinus,Penstemon albertinus
Penstemon albidus,Penstemon albidus
Penstemon ambiguus,Penstemon ambiguus
Penstemon anguineus,Penstemon anguineus
Penstemon angustifolius,Penstemon angustifolius
Penstemon australis,Penstemon australis
Penstemon azureus,Penstemon azureus
Penstemon baccharifolius,Penstemon baccharifolius
Penstemon barbatus,Penstemon barbatus
Penstemon caespitosus,Penstemon caespitosus
Penstemon campanulatus,Penstemon campanulatus
Penstemon cardwellii,Penstemon cardwellii
Penstemon centranthifolius,Penstemon centranthifolius
Penstemon cinicola,Penstemon cinicola
Penstemon clevelandii,Penstemon clevelandii
Penstemon cobaea,Penstemon cobaea
Penstemon comarrhenus,Penstemon comarrhenus
Penstemon confertus,Penstemon confertus
Penstemon cusickii,Penstemon cusickii
Penstemon cyananthus,Penstemon cyananthus
Penstemon cyaneus,Penstemon cyaneus
Penstemon cyathophorus,Penstemon cyathophorus
Penstemon davidsonii,Penstemon davidsonii
Penstemon deustus,Penstemon deustus
Penstemon digitalis,Penstemon digitalis
Penstemon eatonii,Penstemon eatonii
Penstemon ellipticus,Penstemon ellipticus
Penstemon eriantherus,Penstemon eriantherus
Penstemon euglaucus,Penstemon euglaucus
Penstemon fendleri,Penstemon fendleri
Penstemon floridus,Penstemon floridus
Penstemon fruticosus,Penstemon fruticosus
Penstemon gairdneri,Penstemon gairdneri
Penstemon gentianoides,Penstemon gentianoides
Penstemon glaber,Penstemon glaber
Penstemon glandulosus,Penstemon glandulosus
Penstemon gloxinioides,Penstemon
Penstemon gracilis,Penstemon gracilis
Penstemon grandiflorus,Penstemon grandiflorus
Penstemon grinnellii,Penstemon grinnellii
Penstemon hartwegii,Penstemon hartwegii
Penstemon havardii,Penstemon havardii
Penstemon heterodoxus,Penstemon heterodoxus
Penstemon heterophyllus,Penstemon heterophyllus
Penstemon hirsutus,Penstemon hirsutus
Penstemon humilis,Penstemon humilis
Penstemon incertus,Penstemon incertus
Penstemon kunthii,Penstemon kunthii
Penstemon laetus,Penstemon laetus
Penstemon laevigatus,Penstemon laevigatus
Penstemon laevis,Penstemon laevis
Penstemon leonardii,Penstemon leonardii
Penstemon linarioides,Penstemon linarioides
Penstemon lyallii,Penstemon lyallii
Penstemon monoensis,Penstemon monoensis
Penstemon multiflorus,Penstemon multiflorus
Penstemon murrayanus,Penstemon murrayanus
Penstemon neotericus,Penstemon neotericus
Penstemon newberryi,Penstemon newberryi
Penstemon nitidus,Penstemon nitidus
Penstemon ophianthus,Penstemon ophianthus
Penstemon pachyphyllus,Penstemon pachyphyllus
Penstemon pallidus,Penstemon pallidus
Penstemon palmeri,Penstemon palmeri
Penstemon patens,Penstemon patens
Penstemon pennellianus,Penstemon pennellianus
Penstemon platyphyllus,Penstemon platyphyllus
Penstemon procerus,Penstemon procerus
Penstemon pseudospectabilis,Penstemon pseudospectabilis
Penstemon pumilus,Penstemon pumilus
Penstemon rattanii,Penstemon rattanii
Penstemon richardsonii,Penstemon richardsonii
Penstemon roezlii,Penstemon roezlii
Penstemon rostriflorus,Penstemon rostriflorus
Penstemon rupicola,Penstemon rupicola
Penstemon rydbergii,Penstemon rydbergii
Penstemon secundiflorus,Penstemon secundiflorus
Penstemon sepalulus,Penstemon sepalulus
Penstemon serrulatus,Penstemon serrulatus
Penstemon speciosus,Penstemon speciosus
Penstemon spectabilis,Penstemon spectabilis
Penstemon strictus,Penstemon strictus
Penstemon subglaber,Penstemon subglaber
Penstemon thurberi,Penstemon thurberi
Penstemon triphyllus,Penstemon triphyllus
Penstemon tubiflorus,Penstemon tubiflorus
Penstemon utahensis,Penstemon utahensis
Penstemon venustus,Penstemon venustus
Penstemon virens,Penstemon virens
Penstemon virgatus,Penstemon virgatus
Penstemon watsonii,Penstemon watsonii
Penstemon whippleanus,Penstemon whippleanus
Penstemon wilcoxii,Penstemon wilcoxii
Pentacalia lanceolifolia,Pentacalia lanceolifolia
Pentace adenophora,Pentace adenophora
Pentace borneensis,Pentace borneensis
Pentace burmanica,Pentace burmanica
Pentace curtisii,Pentace curtisii
Pentace erectinervia,Pentace erectinervia
Pentace eximia,Pentace eximia
Pentace griffithii,Pentace griffithii
Pentace hirtula,Pentace hirtula
Pentace laxiflora,Pentace laxiflora
Pentace perakensis,Pentace perakensis
Pentace polyantha,Pentace polyantha
Pentace strychnoidea,Pentace strychnoidea
Pentace triptera,Pentace triptera
Pentaceras australis,Pentaceras australe
Pentachondra pumila,Pentachondra pumila
Pentaclethra eetveldeana,Pentaclethra eetveldeana
Pentaclethra macroloba,Pentaclethra macroloba
Pentaclethra macrophylla,Pentaclethra macrophylla
Pentacme siamensis,Pentacme siamensis
Pentadesma butyracea,Pentadesma butyracea
Pentadesma lebrunii,Pentadesma lebrunii
Pentaglottis sempervirens,Pentaglottis sempervirens
Pentagonia amazonica,Pentagonia amazonica
Pentagonia macrophylla,Pentagonia macrophylla
Pentagonia spathicalyx,Pentagonia spathicalyx
Pentagonia williamsii,Pentagonia williamsii
Pentagonia wurdackii,Pentagonia wurdackii
Pentalinon luteum,Pentalinon luteum
Pentameris oreophila,Pentameris oreophila
Pentanema indicum,Pentanema indicum
Pentanisia angustifolia,Pentanisia angustifolia
Pentanisia confertifolia,Pentanisia confertifolia
Pentanisia monticola,Pentanisia monticola
Pentanisia prunelloides,Pentanisia prunelloides
Pentanisia schweinfurthii,Pentanisia schweinfurthii
Pentanisia sykesii,NA
Pentaphragma ellipticum,Pentaphragma ellipticum
Pentaphylax euryoides,Pentaphylax euryoides
Pentaphylloides dryadanthoides,Pentaphylloides dryadanthoides
Pentaplaris huaoranica,Pentaplaris huaoranica
Pentapogon quadrifidus,Pentapogon quadrifidus
Pentarhopalopilia perrieri,Pentarhopalopilia perrieri
Pentarrhinum abyssinicum,Pentarrhinum abyssinicum
Pentarrhinum insipidum,Pentarrhinum insipidum
Pentas angustifolia,Pentas angustifolia
Pentas herbacea,Pentas herbacea
Pentas lanceolata,Pentas lanceolata
Pentas micrantha,Pentas micrantha
Pentas pubiflora,Pentas pubiflora
Pentas purpurea,Pentas purpurea
Pentas schimperiana,Pentas schimperiana
Pentas zanzibarica,Pentas zanzibarica
Pentaschistis natalensis,Pentaschistis natalensis
Pentaschistis setifolia,Pentaschistis setifolia
Pentaspadon motleyi,Pentaspadon motleyi
Pentaspadon officinalis,Pentaspadon officinalis
Pentaspadon velutinus,Pentaspadon velutinus
Penthorum chinense,Penthorum chinense
Penthorum sedoides,Penthorum sedoides
Pentodon pentandrus,Pentodon pentandrus
Pentopetia grevei,Pentopetia grevei
Pentopetia ovalifolia,Pentopetia ovalifolia
Pentzia incana,Pentzia incana
Pentzia sphaerocephala,Pentzia sphaerocephala
Peperomia abyssinica,Peperomia abyssinica
Peperomia blanda,Peperomia blanda
Peperomia circinnata,Peperomia circinnata
Peperomia coquimbensis,Peperomia coquimbensis
Peperomia ebingeri,Peperomia ebingeri
Peperomia enervis,Peperomia enervis
Peperomia fernandeziana,Peperomia fernandeziana
Peperomia goetzeana,Peperomia goetzeana
Peperomia hesperomannii,Peperomia hesperomannii
Peperomia hispidula,Peperomia hispidula
Peperomia leptostachya,Peperomia leptostachya
Peperomia macrostachya,Peperomia macrostachya
Peperomia molleri,Peperomia molleri
Peperomia obtusifolia,Peperomia obtusifolia
Peperomia pellucida,Peperomia pellucida
Peperomia peploides,Peperomia peploides
Peperomia pereskiifolia,Peperomia pereskiifolia
Peperomia reflexa,Peperomia reflexa
Peperomia retusa,Peperomia retusa
Peperomia rotundifolia,Peperomia rotundifolia
Peplidium maritimum,Peplidium maritimum
Peponium vogelii,Peponium vogelii
Pera arborea,Pera arborea
Pera benensis,Pera benensis
Pera bicolor,Pera bicolor
Pera citriodora,Pera citriodora
Pera coccinea,Pera coccinea
Pera decipiens,Pera decipiens
Pera glabrata,Pera glabrata
Pera tomentosa,Pera tomentosa
Peraphyllum ramosissimum,Peraphyllum ramosissimum
Peraxilla tetrapetala,Peraxilla tetrapetala
Perebea angustifolia,Perebea angustifolia
Perebea guianensis,Perebea guianensis
Perebea hispidula,Perebea hispidula
Perebea longepedunculata,Perebea longipedunculata
Perebea mollis,Perebea mollis
Perebea rubra,Perebea rubra
Perebea rubra subsp. glabrifolia,Perebea rubra subsp. glabrifolia
Perebea tessmannii,Perebea tessmannii
Perebea xanthochyma,Perebea xanthochyma
Pereskia aculeata,Pereskia aculeata
Pereskia diazromeroana,Pereskia diazromeroana
Pereskia guamacho,Pereskia guamacho
Pereskia marcanoi,Pereskia marcanoi
Pereskia portulacifolia,Pereskia portulacifolia
Pereskia quisqueyana,Pereskia quisqueyana
Pereskia sacharosa,Pereskia sacharosa
Pereskia weberiana,Pereskia weberiana
Perezia carthamoides,Perezia carthamoides
Perezia multiflora,Perezia multiflora
Pergularia daemia,Pergularia daemia
Pergularia flavescens,Pergularia flavescens
Pergularia rostrata,Pergularia rostrata
Pergularia tomentosa,Pergularia tomentosa
Pergularia viridiflora,Pergularia viridiflora
Periandra coccinea,Periandra coccinea
Periballia laevis,Periballia laevis
Pericallis aurita,Pericallis aurita
Pericallis cruenta,Pericallis cruenta
Pericallis echinata,Pericallis echinata
Pericallis webbii,Pericallis webbii
Pericalymma ellipticum,Pericalymma ellipticum
Pericampylus glaucus,Pericampylus glaucus
Pericampylus incanus,Pericampylus incanus
Perichlaena richardii,Perichlaena richardii
Pericome caudata,Pericome caudata
Pericopsis angolensis,Pericopsis angolensis
Pericopsis elata,Pericopsis elata
Pericopsis laxiflora,Pericopsis laxiflora
Pericopsis mooniana,Pericopsis mooniana
Perideridia bolanderi,Perideridia bolanderi
Perideridia gairdneri,Perideridia gairdneri
Perideridia howellii,NA
Perideridia kelloggii,Perideridia kelloggii
Perideridia lemmonii,Perideridia lemmonii
Perideridia oregana,Perideridia oregana
Perideridia parishii,Perideridia parishii
Peridiscus lucidus,Peridiscus lucidus
Perilla frutescens,Perilla frutescens
Periploca aphylla,Periploca aphylla
Periploca graeca,Periploca graeca
Periploca laevigata,Periploca laevigata
Periploca laevigata subsp. angustifolia,Periploca laevigata subsp. angustifolia
Periploca linearifolia,Periploca linearifolia
Periploca nigrescens,Periploca nigrescens
Periploca sepium,Periploca sepium
Peristrophe sp,NA
Peritassa compta,Peritassa compta
Peritassa glabra,Peritassa glabra
Peritoma arborea,Peritoma arborea
Perityle emoryi,Perityle emoryi
Perityle stansburyi,Perityle stansburyi
Pernettya alpina,Pernettya alpina
Peronema canescens,Peronema canescens
Perotis leptopus,Perotis leptopus
Perotis patens,Perotis patens
Perotis rara,Perotis rara
Perotis vaginata,Perotis vaginata
Perovskia abrotanoides,Perovskia abrotanoides
Perovskia scrophulariifolia,NA
Perralderia dentata,NA
Perrierophytum viscosum,Perrierophytum viscosum
Perrottetia racemosa,Perrottetia racemosa
Perrottetia sessiliflora,Perrottetia sessiliflora
Persea alpigena,Persea alpigena
Persea americana,Persea americana
Persea areolatocostae,Persea areolatocostae
Persea borbonia,Persea borbonia
Persea caerulea,Persea caerulea
Persea declinata,Persea declinata
Persea excelsa,Persea excelsa
Persea fragrans,Persea fragrans
Persea gamblei,Persea gamblei
Persea gammieana,Persea gammieana
Persea humilis,Persea humilis
Persea indica,Persea indica
Persea levinei,Persea levinei
Persea lingue,Persea lingue
Persea macrantha,Persea macrantha
Persea odoratissima,Persea odoratissima
Persea palustris,Persea palustris
Persea peruviana,Persea peruviana
Persea pseudofasciculata,Persea pseudofasciculata
Persea pyrifolia,Persea pyrifolia
Persea rimosa,Persea rimosa
Persea rufescens,Persea rufescens
Persea schiedeana,Persea schiedeana
Persea vesticula,Persea vesticula
Persicaria alpina,Persicaria alpina
Persicaria amphibia,Persicaria amphibia
Persicaria amplexicaulis,Persicaria amplexicaulis
Persicaria attenuata,Persicaria attenuata
Persicaria barbata,Persicaria barbata
Persicaria bicornis,Persicaria bicornis
Persicaria bistorta,Persicaria bistorta
Persicaria bungeana,Persicaria bungeana
Persicaria campanulata,Persicaria campanulata
Persicaria capitata,Persicaria capitata
Persicaria chinensis,Persicaria chinensis
Persicaria decipiens,Persicaria decipiens
Persicaria dubia,Persicaria dubia
Persicaria glabra,Persicaria glabra
Persicaria hydropiper,Persicaria hydropiper
Persicaria hydropiperoides,Persicaria hydropiperoides
Persicaria lapathifolia,Persicaria lapathifolia
Persicaria laxiflora,Persicaria laxiflora
Persicaria laxmannii,Persicaria laxmannii
Persicaria longiseta,Persicaria longiseta
Persicaria maculosa,Persicaria maculosa
Persicaria minor,Persicaria minor
Persicaria mitis,Persicaria mitis
Persicaria nepalensis,Persicaria nepalensis
Persicaria orientalis,Persicaria orientalis
Persicaria pensylvanica,Persicaria pensylvanica
Persicaria prostrata,Persicaria prostrata
Persicaria punctata,Persicaria punctata
Persicaria sagittata,Persicaria sagittata
Persicaria senegalensis,Persicaria senegalensis
Persicaria virginiana,Persicaria virginiana
Persicaria vivipara,Persicaria vivipara
Persicaria wallichii,Persicaria wallichii
Persoonia arborea,Persoonia arborea
Persoonia cornifolia,Persoonia cornifolia
Persoonia cuspidifera,Persoonia cuspidifera
Persoonia falcata,Persoonia falcata
Persoonia gunnii,Persoonia gunnii
Persoonia isophylla,Persoonia isophylla
Persoonia juniperina,Persoonia juniperina
Persoonia laurina,Persoonia laurina
Persoonia levis,Persoonia laevis
Persoonia linearis,Persoonia linearis
Persoonia mollis,Persoonia mollis
Persoonia pinifolia,Persoonia pinifolia
Persoonia saccata,Persoonia saccata
Persoonia stradbrokensis,Persoonia stradbrokensis
Persoonia virgata,Persoonia virgata
Pertusadina eurhyncha,Pertusadina eurhyncha
Pertusadina metcalfii,Pertusadina metcalfii
Pertya discolor,Pertya discolor
Pertya phylicoides,Pertya phylicoides
Pertya sinensis,Pertya sinensis
Pervillaea phillipsonii,Pervillaea phillipsonii
Pervillaea venenata,Pervillaea venenata
Perymenium discolor,Perymenium discolor
Perymenium mendezii,Perymenium mendezii
Petalidium canescens,Petalidium canescens
Petalidium lanatum,Petalidium lanatum
Petalidium pilosi-bracteolatum,Petalidium pilosi-bracteolatum
Petalidium rossmannianum,Petalidium rossmannianum
Petalidium setosum,Petalidium setosum
Petalonyx thurberi,Petalonyx thurberi
Petalostemon candidus,Petalostemon candidus
Petalostemum purpureum,Petalostemon purpureum
Petalostemum villosum,Petalostemon villosum
Petalostigma banksii,Petalostigma banksii
Petalostigma pubescens,Petalostigma pubescens
Petalostigma quadriloculare,Petalostigma quadriloculare
Petalostigma triloculare,Petalostigma triloculare
Petalostylis cassioides,Petalostylis cassioides
Petalostylis labicheoides,Petalostylis labicheoides
Petasites albus,Petasites albus
Petasites fragrans,Petasites fragrans
Petasites frigidus,Petasites frigidus
Petasites frigidus var. sagittatus,Petasites frigidus var. sagittatus
Petasites hybridus,Petasites hybridus
Petasites japonicus,Petasites japonicus
Petasites paradoxus,Petasites paradoxus
Petasites spurius,Petasites spurius
Petchia erythrocarpa,Petchia erythrocarpa
Petchia madagascariensis,Petchia madagascariensis
Peteravenia schultzii,NA
Petersianthus macrocarpus,Petersianthus macrocarpus
Petersianthus quadrialatus,Petersianthus quadrialatus
Petitia domingensis,Petitia domingensis
Petiveria alliacea,Petiveria alliacea
Petradoria pumila,Petradoria pumila
Petradoria pumila var. graminea,Petradoria pumila var. graminea
Petrea volubilis,Petrea volubilis
Petrocallis pyrenaica,Petrocallis pyrenaica
Petromarula pinnata,Petromarula pinnata
Petrophile anceps,Petrophile anceps
Petrophile biloba,Petrophile biloba
Petrophile brevifolia,Petrophile brevifolia
Petrophile canescens,Petrophile canescens
Petrophile conifera,Petrophile conifera
Petrophile crispata,Petrophile crispata
Petrophile cyathiforma,Petrophile cyathiforma
Petrophile divaricata,Petrophile divaricata
Petrophile drummondii,Petrophile drummondii
Petrophile fastigiata,Petrophile fastigiata
Petrophile filifolia,Petrophile filifolia
Petrophile foremanii,Petrophile foremanii
Petrophile glauca,Petrophile glauca
Petrophile linearis,Petrophile linearis
Petrophile longifolia,Petrophile longifolia
Petrophile macrostachya,Petrophile macrostachya
Petrophile media,Petrophile media
Petrophile multisecta,Petrophile multisecta
Petrophile pedunculata,Petrophile pedunculata
Petrophile pilostyla,Petrophile pilostyla
Petrophile pulchella,Petrophile pulchella
Petrophile rigida,Petrophile rigida
Petrophile semifurcata,Petrophile semifurcata
Petrophile seminuda,Petrophile seminuda
Petrophile serruriae,Petrophile serruriae
Petrophile shuttleworthiana,Petrophile shuttleworthiana
Petrophile squamata,Petrophile squamata
Petrophile teretifolia,Petrophile teretifolia
Petrophytum caespitosum,Petrophytum caespitosum
Petrorhagia dubia,Petrorhagia dubia
Petrorhagia nanteuilii,Petrorhagia nanteuilii
Petrorhagia prolifera,Petrorhagia prolifera
Petrorhagia saxifraga,Petrorhagia saxifraga
Petroselinum crispum,Petroselinum crispum
Petroselinum segetum,Petroselinum segetum
Petrosimonia brachiata,Petrosimonia brachiata
Petrosimonia triandra,Petrosimonia triandra
Petteria ramentacea,Petteria ramentacea
Petunia hybrida,Petunia hybrida
Petunia integrifolia,Petunia integrifolia
Petunia superbissima,Petunia
Peucedanum alsaticum,Peucedanum alsaticum
Peucedanum angolense,Peucedanum angolense
Peucedanum arenarium,Peucedanum arenarium
Peucedanum articulatum,Peucedanum articulatum
Peucedanum austriacum,Peucedanum austriacum
Peucedanum capense,Peucedanum capense
Peucedanum carvifolia,Peucedanum carvifolia
Peucedanum cervaria,Peucedanum cervaria
Peucedanum heracleoides,Peucedanum heracleoides
Peucedanum macrocarpum,Peucedanum macrocarpum
Peucedanum magalismontanum,Peucedanum magalismontanum
Peucedanum multivittatum,Peucedanum multivittatum
Peucedanum munbyi,Peucedanum munbyi
Peucedanum officinale,Peucedanum officinale
Peucedanum oreoselinum,Peucedanum oreoselinum
Peucedanum ostruthium,Peucedanum ostruthium
Peucedanum palustre,Peucedanum palustre
Peucedanum platycarpum,Peucedanum platycarpum
Peucedanum rhodesicum,Peucedanum rhodesicum
Peucedanum stuhlmannii,Peucedanum stuhlmannii
Peucedanum terebinthaceum,Peucedanum terebinthaceum
Peucedanum venetum,Peucedanum venetum
Peucedanum verticillare,Peucedanum verticillare
Peucephyllum schottii,Peucephyllum schottii
Peumus boldus,Peumus boldus
Pfaffia gnaphalioides,Pfaffia gnaphalioides
Pfaffia tuberosa,Pfaffia tuberosa
Pfeiffera ianthothele,Pfeiffera ianthothele
Phacelia artemisioides,Phacelia artemisioides
Phacelia barnebyana,Phacelia barnebyana
Phacelia bicolor,Phacelia bicolor
Phacelia bolanderi,Phacelia bolanderi
Phacelia brachyloba,Phacelia brachyloba
Phacelia californica,Phacelia californica
Phacelia capitata,Phacelia capitata
Phacelia cicutaria,Phacelia cicutaria
Phacelia ciliata,Phacelia ciliata
